"kode_kab","kode_instansi","unit_kerja"
"3201","3201207","RS UMUM MH. THAMRIN"
"3271","3201218","RS UMUM ISLAM BOGOR"
"3201","3201229","RS UMUM CITAMA"
"3201","3201230","RS UMUM SENTRA MEDIKA CIBINONG"
"3201","3201231","RS SENTOSA"
"3201","3201232","RS UMUM DAERAH CILEUNGSI"
"3201","3201233","RS UMUM RUMAH SEHAT TERPADU DOMPET DHUAFA"
"3201","3201235","RS UMUM DR. SISMADI"
"3271","3201236","RS UMUM MEDIKA DRAMAGA"
"3201","3201238","RS UMUM HERMINA MEKARSARI"
"3201","3201239","RS IBU DAN ANAK ASSALAM"
"3271","3201240","RS UMUM JULIANA"
"3271","3201241","RS UMUM UMMI"
"3201","3201242","RS IBU DAN ANAK KENARI GRAHA MEDIKA"
"3271","3201243","RS IBU DAN ANAK SAWOJAJAR"
"3201","3201244","RS UMUM PERMATA JONGGOL"
"3201","3201245","RS UMUM KARYA BHAKTI PRATIWI"
"3271","3201246","RS IBU DAN ANAK BUNDA SURYATNI"
"3201","3201247","RS EMC SENTUL"
"3201","3201249","RS UMUM ASYSYIFAA"
"3201","3201250","RS HELSA CITEUREUP"
"3271","3201251","RS UMUM SILOAM HOSPITALS BOGOR"
"3201","3201252","RS HARAPAN SEHATI"
"3271","3201254","BOGOR SENIOR HOSPITAL"
"3276","3201256","RS UNIVERSITAS INDONESIA"
"3271","3201257","RS IBU DAN ANAK NURAIDA"
"3201","3201258","RS EKA HOSPITAL"
"3201","3201259","RS PENA 98"
"3201","3201271","RS ISLAM AYSHA"
"3202","3202014","RS UMUM DAERAH SEKARWANGI"
"3202","3202040","RS UMUM DAERAH PALABUHANRATU"
"3202","3202051","RS UMUM DAERAH JAMPANG KULON"
"3202","3202062","RS UMUM HERMINA SUKABUMI"
"3202","3202073","RS UMUM BETHA MEDIKA"
"3202","3202084","RS UMUM BHAKTI MEDICARE"
"3202","3202086","RS UMUM KARTIKA CIBADAK"
"3202","3202087","RS UMUM DAERAH SAGARANTEN"
"3202","3202088","RS PRIMAYA SUKABUMI"
"3203","3203015","RS UMUM DAERAH SAYANG"
"3203","3203037","RS UMUM DAERAH CIMACAN"
"3203","3203038","RS UMUM DR. HAFIZ"
"3203","3203039","RS UMUM DAERAH PAGELARAN"
"3203","3203041","RS BHAYANGKARA CIANJUR"
"3204","3204016","RS UMUM DAERAH MAJALAYA"
"3273","3204041","RS UMUM KEBONJATI"
"3277","3204075","RS UMUM MITRA KASIH"
"3204","3204086","RS UMUM DAERAH AL IHSAN PROVINSI JAWA BARAT"
"3204","3204090","RS UMUM DAERAH OTO ISKANDAR DI NATA"
"3204","3204101","RS UMUM DAERAH CICALENGKA"
"3273","3204123","RS UMUM HUMANA PRIMA"
"3273","3204124","RS GIGI DAN MULUT MARANATHA"
"3273","3204129","RS IBU DAN ANAK GRHA BUNDA"
"3273","3204130","RS MATA BANDUNG EYE CENTER"
"3204","3204133","RS UNGGUL KARSA MEDIKA"
"3204","3204134","RS UMUM DAERAH KESEHATAN KERJA"
"3204","3204135","RS UMUM KARYA PANGALENGAN BHAKTI SEHAT"
"3273","3204136S","RS DARURAT COVID-19 SECAPAAD HEGARMANAH"
"3273","3204137","RS KARTINI"
"3204","3204154","RS UMUM TNI AU LANUD SULAIMAN"
"3204","3204165","RS HERMINA SOREANG"
"3205","3205010","RS UMUM DAERAH DR. SLAMET GARUT"
"3205","3205021","RS UMUM TK. IV GUNTUR"
"3205","3205022","RS UMUM DAERAH PAMEUNGPEUK PROV. JABAR"
"3205","3205023","RS UMUM NURHAYATI GARUT"
"3205","3205024","RS UMUM ANNISA QUEEN"
"3205","3205026","RS UMUM INTAN HUSADA"
"3205","3205027","RS MEDINA"
"3278","3206011","RS UMUM DAERAH DR. SOEKARDJO"
"3206","3206023","RS UMUM DAERAH SINGAPARNA MEDIKA CITRAUTAMA"
"3278","3206055","RS UMUM ISLAM HJ. SITI MUNIROH"
"3278","3206070","RS UMUM JASA KARTINI"
"3278","3206083","RS IBU DAN ANAK DR. HJ. KARMINI EH"
"3206","3206084","RS IBU DAN ANAK RESPATI"
"3207","3207012","RS UMUM DAERAH KAB. CIAMIS"
"3279","3207023","RS UMUM DAERAH BANJAR"
"3207","3207045","RS UMUM PERMATA BUNDA"
"3207","3207056","RS UMUM AL-ARIF"
"3207","3207057","RS UMUM DADI KELUARGA CIAMIS"
"3207","3207059","RS KHUSUS BEDAH RSOP CIAMIS"
"3207","3207060","RS UMUM DAERAH KAWALI"
"3208","3208013","RS UMUM DAERAH 45 KUNINGAN"
"3208","3208024","RS UMUM WIJAYA KUSUMAH"
"3208","3208035","RS UMUM SEKAR KAMULYAN"
"3208","3208046","RS UMUM JUANDA"
"3208","3208057","RS UMUM EL-SYIFA"
"3208","3208058","RS UMUM KUNINGAN MEDICAL CENTER"
"3208","3208059","RS UMUM DAERAH LINGGAJATI KUNINGAN"
"3208","3208060","RS UMUM KMC LURAGUNG"
"3208","3208061","RS JANTUNG HASNA MEDIKA KUNINGAN"
"3208","3208063","RS MITRA HUSADA CIAWIGEBANG"
"3208","3208064","RS UMUM ARIA KAMUNING"
"3208","3208065","RS PERMATA KUNINGAN"
"3209","3209014","RS UMUM DAERAH WALED"
"3209","3209025","RS PERTAMINA CIREBON"
"3209","3209036","RS PARU PROVINSI JAWA BARAT"
"3209","3209040","RS UMUM DAERAH ARJAWINANGUN"
"3209","3209051","RS UMUM MITRA PLUMBON"
"3209","3209052","RS UMUM UNIVERSITAS MUHAMMADIYAH CIREBON"
"3209","3209053","RS UMUM KHALISHAH"
"3209","3209054","RS UMUM PERMATA CIREBON"
"3209","3209055","RS PASAR MINGGU CIREBON"
"3209","3209133","RS UMUM SUMBER WARAS"
"3210","3210014","RS UMUM DAERAH MAJALENGKA"
"3210","3210025","RS UMUM DAERAH CIDERES"
"3210","3210036","RS BEDAH BUDI KASIH"
"3210","3210037","RS MITRA PLUMBON MAJALENGKA"
"3210","3210038","RS IBU DAN ANAK LIVASYA"
"3211","3211015","RS UMUM DAERAH SUMEDANG"
"3211","3211026","RS UMUM PAKUWON"
"3211","3211027","RS UMUM HARAPAN KELUARGA"
"3212","3212016","RS UMUM DAERAH KAB. INDRAMAYU"
"3212","3212031","RS UMUM DAERAH M. A. SENTOT PATROL"
"3212","3212042","RS UMUM BHAYANGKARA INDRAMAYU"
"3212","3212053","RS UMUM PERMATA MEDICAL CENTER"
"3212","3212054","RS UMUM MM INDRAMAYU"
"3212","3212055","RS UMUM PERTAMINA BALONGAN INDRAMAYU"
"3212","3212056","RS UMUM DAERAH MURSID IBNU SYAFIUDDIN"
"3212","3212057","RS SYAHID AL IRSYAD"
"3212","3212058","RS IBU DAN ANAK IRHAMNA INDRAMAYU"
"3212","3212059","RS MITRA PLUMBON INDRAMAYU"
"3212","3212060","RS SENTRA MEDIKA LANGUT"
"3212","3212071","RS ISLAM ZAM-ZAM MUHAMMADIYAH JATIBARANG"
"3213","3213010","RS UMUM DAERAH SUBANG"
"3213","3213021","RS UMUM PTPN VIII"
"3213","3213032","RS UMUM TNI AU LANUD SURYADARMA"
"3213","3213044","RS UMUM MUTIARA HATI"
"3213","3213045","RS UMUM PAMANUKAN MEDICAL CENTER (PMC)"
"3213","3213047","RS UMUM HAJI SYAIFUL ANWAR"
"3213","3213048","RS UMUM KHARISMA"
"3213","3213049","RS KHUSUS IBU DAN ANAK GRHA MUTIARA"
"3213","3213050","RS INDO SEHAT 2003"
"3213","3213061","RS RAYHAN"
"3214","3214011","RS UMUM DAERAH BAYU ASIH"
"3214","3214031","RS UMUM SILOAM PURWAKARTA"
"3214","3214032","RS UMUM DR. ABDUL RADJAK"
"3214","3214033","RS UMUM ASRI PURWAKARTA"
"3214","3214034","RS UMUM RAMA HADI"
"3214","3214035","RS UMUM AMIRA"
"3214","3214036","RS IBU DAN ANAK DIAN"
"3214","3214037","RS UMUM HOLISTIC PURWAKARTA"
"3214","3214038","RS UMUM BHAKTI HUSADA II PURWAKARTA"
"3214","3214040","RS UMUM KARINA MEDIKA"
"3214","3214041","RS IBU DAN ANAK BUNDA FATHIA"
"3215","3215012","RS UMUM DAERAH KARAWANG"
"3215","3215023","RS UMUM BAYUKARTA"
"3215","3215045","RS UMUM DEWI SRI"
"3215","3215056","RS UMUM KARYA HUSADA"
"3215","3215067","RS UMUM PROKLAMASI"
"3215","3215078","RS UMUM ISLAM KARAWANG"
"3215","3215089","RS UMUM SARASWATI"
"3215","3215100","RS UMUM DELIMA ASIH SISMA MEDIKA"
"3215","3215112","RS IBU DAN ANAK DR. DJOKO PRAMONO"
"3215","3215123","RS UMUM CITRA SARI HUSADA"
"3215","3215134","RS UMUM IZZA"
"3215","3215145","RS UMUM MANDAYA"
"3215","3215146","RS KHUSUS PARU KABUPATEN KARAWANG"
"3215","3215156","RS UMUM LIRA MEDIKA"
"3215","3215158","RS UMUM FIKRI MEDIKA"
"3215","3215160","RS UMUM PURI ASIH"
"3215","3215161","RS UMUM MITRA FAMILY"
"3215","3215162","RS UMUM HELSA"
"3215","3215163","RS IBU DAN ANAK SENTUL"
"3215","3215164","RS UMUM ROSELA"
"3215","3215165","RS UMUM SENTRAL MEDIKA"
"3215","3215167","RS UMUM AMANDA MITRA KELUARGA"
"3215","3215169","RS HERMINA KARAWANG"
"3215","3215170","RS PRIMAYA KARAWANG"
"3215","3215171","RS PERMATA KELUARGA KARAWANG"
"3216","3216072","RS UMUM BHAKTI HUSADA"
"3216","3216104","RS UMUM KARYA MEDIKA"
"3216","3216126","RS UMUM ANNISA"
"3216","3216152","SILOAM HOSPITALS LIPPO CIKARANG"
"3216","3216163","RS UMUM SENTRA MEDIKA"
"3275","3216174","RS UMUM RAWA LUMBU"
"3216","3216185","RS UMUM HOSANA MEDICA"
"3275","3216218","RS UMUM ANANDA"
"3216","3216252","RS UMUM DAERAH KAB.BEKASI"
"3275","3216285","RS UMUM ST. ELISABETH"
"3216","3216318","RS UMUM HERMINA GRAND WISATA"
"3275","3216329","RS UMUM PERMATA CIBUBUR"
"3216","3216340","RS UMUM MEDIROSSA CIKARANG"
"3216","3216351","RS UMUM KARTIKA HUSADA"
"3216","3216362","RS UMUM KARYA MEDIKA II"
"3216","3216374","RS UMUM MULTAZAM MEDIKA"
"3216","3216385","RS UMUM HARAPAN KELUARGA JABABEKA"
"3216","3216386","RS AMANDA CIKARANG SELATAN"
"3216","3216387","RS UMUM DOKTER ADAM TALIB"
"3216","3216388","RS UMUM CIBITUNG MEDIKA"
"3275","3216389","RS UMUM HERMINA GALAXY"
"3216","3216393","RS UMUM MITRA KELUARGA CIKARANG"
"3275","3216396","RS IBU DAN ANAK TAMAN HARAPAN BARU"
"3216","3216397","RS UMUM ASRI MEDIKA"
"3216","3216399","RS MITRA MEDIKA NAROM"
"3216","3216400","RS UNI MEDIKA SETU BEKASI"
"3275","3216402","RS UMUM ANNA MEDIKA"
"3216","3216406","RS UMUM METRO HOSPITALS"
"3216","3216407","RS CAHAYA MEDIKA"
"3216","3216408","RS UMUM HARAPAN MULIA"
"3216","3216409","RS UMUM CIKARANG MEDIKA"
"3216","3216413","RS UMUM KARTIKA HUSADA SETU"
"3216","3216414","RS UMUM AMANDA"
"3216","3216415","RS UMUM RIDHOKA SALMA"
"3216","3216416","RS UMUM PERMATA KELUARGA LIPPO CIKARANG"
"3216","3216417","RS UMUM TIARA"
"3216","3216420","RS UMUM MEDIROSSA 2"
"3216","3216421","RS UMUM PUSPA HUSADA"
"3275","3216423","RS UMUM KARTIKA HUSADA"
"3216","3216424","RS IBU DAN ANAK GIZAR"
"3216","3216425","RS UMUM BUNDA MULIA"
"3216","3216426","RS UMUM KASIH INSANI SUKATANI"
"3275","3216427","RS DOKTER ADAM TALIB CIKUNIR"
"3216","3216432","RS IBU DAN ANAK SAYANG BUNDA"
"3216","3216434","RS UMUM BUDI ASIH"
"3216","3216435","RS UMUM TARUMAJAYA"
"3216","3216436","RS EMC CIKARANG"
"3216","3216438","RS UMUM PINNA"
"3216","3216439","RS UMUM DR. IQBALI TAUFAN"
"3216","3216440","RS UMUM DAERAH CABANGBUNGIN"
"3216","3216441","RS UMUM PERMATA KELUARGA JABABEKA"
"3216","3216443","RS GRHA MM2100"
"3216","3216444","RS CENKA"
"3275","3216445","RS EMC PEKAYON"
"3216","3216446","RS IBU DAN ANAK AISYAH QURRATAAIN"
"3216","3216447","RS IBU DAN ANAK NURUL ANNISA"
"3275","3216448","RS MITRA KELUARGA PRATAMA"
"3216","3216449","RS ANANDA BABELAN"
"3216","3216450","RS EKA BEKASI"
"3216","3216451","RS HERMINA METLAND CIBITUNG"
"3216","3216462","RS DR ABDUL RADJAK CIBITUNG"
"3216","3216463","RS PERMATA BUNDA"
"3216","3216464","RS MITRA KELUARGA DELTAMAS"
"3217","3217002","RS UMUM DAERAH CILILIN"
"3217","3217004","RS UMUM DAERAH LEMBANG"
"3217","3217005","RS KARISMA CIMAREME"
"3217","3217006","RS UMUM IMC"
"3217","3217007","RS UMUM DAERAH CIKALONG WETAN"
"3217","3217008","RS IBU DAN ANAK KARTINI"
"3217","3217009","RS IBU DAN ANAK GRAHA MEDIKA PADALARANG"
"3217","3217042","RS JIWA PROVINSI JAWA BARAT"
"3217","3217121","RS UMUM CAHYA KAWALUYAN"
"3218","3218001","RS UMUM DAERAH PANDEGA PANGANDARAN"
"3271","3271013","RS UMUM PMI BOGOR"
"3271","3271024","RS UMUM SALAK"
"3201","3271035","RS UMUM DR. MUHAMAD HASSAN TOTO"
"3271","3271046","RS JIWA DR. H. MARZOEKI MAHDI"
"3271","3271072","RS UMUM AZRA"
"3271","3271104","RS UMUM DAERAH KOTA BOGOR"
"3271","3271115","RS UMUM HERMINA BOGOR"
"3271","3271126","BMC MAYAPADA HOSPITAL"
"3201","3271139","RS UMUM TRIMITRA"
"3271","3271161","RS UMUM MELANIA"
"3271","3271162","RS IBU DAN ANAK PASUTRI"
"3271","3271163","RS UMUM VANIA"
"3271","3271164","RS UMUM MULIA PAJAJARAN"
"3271","3271166","RS UMUM BHAYANGKARA TK IV BOGOR"
"3271","3271168","RS GRAHA MEDIKA BOGOR"
"3272","3272014","RS UMUM DAERAH R. SYAMSUDIN, SH"
"3272","3272025","RS UMUM BHAYANGKARA SETUKPA LEMDIKPOL"
"3272","3272036","RS UMUM RIDOGALIH"
"3272","3272051","RS UMUM ASSYIFA SUKABUMI"
"3272","3272062","RS UMUM KARTIKA KASIH"
"3272","3272075","RS UMUM DAERAH AL-MULK"
"3273","3273015","RS UMUM PUSAT DR. HASAN SADIKIN"
"3273","3273026","RSU BHAYANGKARA TK. II SARTIKA ASIH"
"3273","3273030","RSAU DR. M. SALAMUN"
"3273","3273052","RS UMUM IMMANUEL BANDUNG"
"3273","3273063","RS UMUM SANTO YUSUP"
"3273","3273074","RS UMUM SANTO BORROMEUS"
"3273","3273085","RS UMUM ADVENT BANDUNG"
"3273","3273096","RS UMUM PINDAD"
"3273","3273106","RS UMUM MUHAMMADIYAH"
"3273","3273110","RS UMUM BUNGSU"
"3273","3273121","RS UMUM RAJAWALI"
"3273","3273145","RS UMUM HERMINA ARCAMANIK"
"3273","3273165","RS IBU DAN ANAK LIMIJATI"
"3273","3273176","RS UMUM TK. IV 03.07.03 SARININGSIH"
"3273","3273191","RS KHUSUS MATA CICENDO"
"3273","3273201","RS PARU DR. H. A. ROTINSULU"
"3273","3273260","RS UMUM DAERAH BANDUNG KIWARI"
"3273","3273405","RS UMUM DAERAH KOTA BANDUNG"
"3273","3273420","RS UMUM AL-ISLAM BANDUNG"
"3273","3273431","RS KHUSUS BEDAH HALMAHERA SIAGA"
"3204","3273442","RS UMUM BINA SEHAT"
"3273","3273453","RS KHUSUS GINJAL NY. R. A. HABIBIE"
"3273","3273464","RS KHUSUS GIGI DAN MULUT UNPAD"
"3273","3273486","RS UMUM SANTOSA HOSPITAL BANDUNG CENTRAL"
"3204","3273517","RS AMC"
"3273","3273528","RS IBU DAN ANAK MELINDA"
"3273","3273539","RS UMUM HERMINA PASTEUR"
"3273","3273540","RS KHUSUS GIGI DAN MULUT KOTA BANDUNG"
"3273","3273541","RS IBU DAN ANAK HARAPAN BUNDA BANDUNG"
"3273","3273542","RS UMUM SANTOSA HOSPITAL BANDUNG KOPO"
"3273","3273543","RS UMUM MELINDA 2"
"3273","3273546","RS IBU DAN ANAK AL ISLAM"
"3273","3273547","RS EDELWEISS"
"3273","3273558","RS JANTUNG DAN PEMBULUH DARAH PARAMARTA"
"3274","3274016","RS UMUM DAERAH GUNUNG JATI"
"3274","3274020","RS UMUM TK. III CIREMAI"
"3274","3274031","RS UMUN PANTI ABDI DHARMA"
"3274","3274053","RS UMUM PELABUHAN CIREBON"
"3274","3274064","RS UMUM PUTERA BAHAGIA"
"3274","3274075","RS UMUM BUDI LUHUR"
"3274","3274090","RS UMUM SUMBER KASIH"
"3274","3274100","RS UMUM BUDI ASTA"
"3274","3274111","RS UMUM MUHAMMADIYAH"
"3274","3274134","RS UMUM MEDIMAS"
"3209","3274135","RS UMUM SUMBER HURIP"
"3209","3274136","RS JANTUNG HASNA MEDIKA"
"3274","3274137","RS IBU DAN ANAK CAHAYA BUNDA"
"3275","3275013","RS UMUM DAERAH DR. CHASBULLAH ABDULMADJID"
"3275","3275017","RS KARUNIA KASIH"
"3275","3275024","RS UMUM MEKAR SARI  BEKASI"
"3275","3275035","RS SILOAM SENTOSA"
"3275","3275039","RS UMUM MASMITRA"
"3275","3275046","RS UMUM MITRA KELUARGA BEKASI TIMUR"
"3275","3275052","RS UMUM JUWITA"
"3275","3275053","RS UMUM TAMAN HARAPAN BARU"
"3216","3275054","RS UMUM AS-SHOFWAN"
"3275","3275057","RS UMUM KARYA MEDIKA BANTAR GEBANG"
"3275","3275060","RS UMUM SATRIA MEDIKA"
"3275","3275061","RS HELSA"
"3275","3275062","RS SILOAM BEKASI TIMUR"
"3275","3275063","RS PRIMAYA"
"3275","3275064","RS MUSTIKA MEDIKA BEKASI"
"3275","3275065","RS PRIMAYA BEKASI UTARA"
"3275","3275066","RS UMUM DAERAH JATISAMPURNA"
"3275","3275067","RS UMUM DAERAH PONDOKGEDE"
"3275","3275068","RS UMUM DAERAH BANTAR GEBANG"
"3275","3275070","RS UMUM DAERAH TELUK PUCUNG"
"3275","3275083","RS SETO HASBADI"
"3275","3275094","RS UMUM MITRA KELUARGA BEKASI BARAT"
"3275","3275115","RS UMUM HERMINA BEKASI"
"3275","3275130","RS UMUM BHAKTI KARTINI"
"3275","3275141","RS UMUM PERMATA BEKASI"
"3275","3275196","RS UMUM BELLA"
"3275","3275207","RS UMUM GRAHA JUANDA"
"3275","3275229","RS UMUM ANNA"
"3275","3275263","RS UMUM CITRA HARAPAN"
"3275","3275274","RS UMUM JATI SAMPURNA"
"3275","3275296","RS UMUM ISLAM DR. SUBKI ABDULKADIR"
"3275","3275307","RS SILOAM BEKASI SEPANJANG JAYA"
"3275","3275373","RS UMUM MITRA KELUARGA CIBUBUR"
"3275","3275390","RS IBU DAN ANAK SELASIH MEDIKA"
"3275","3275392","RS PRIMAYA"
"3275","3275403","RS IBU DAN ANAK RINOVA INTAN"
"3276","3276017","RS UMUM SENTRA MEDIKA"
"3276","3276028","RS UMUM MITRA KELUARGA DEPOK"
"3276","3276039","RS UMUM BHAYANGKARA BRIMOB"
"3276","3276041","RS UMUM GRHA PERMATA IBU"
"3276","3276124","RS UMUM DAERAH KOTA DEPOK"
"3276","3276135","RS UMUM SIMPANGAN DEPOK"
"3276","3276146","RS UMUM HASANAH GRAHA AFIAH"
"3276","3276147","RS IBU DAN ANAK ASYIFA DEPOK"
"3276","3276149","RS IBU DAN ANAK SETYA BHAKTI"
"3276","3276150","RS JANTUNG DIAGRAM"
"3276","3276151","RS UMUM PERMATA DEPOK"
"3276","3276152","RS UMUM CITRA MEDIKA DEPOK"
"3276","3276153","RS UMUM CITRA ARAFIQ"
"3276","3276154","RS UMUM BUNDA ALIYAH"
"3276","3276155","RS UMUM BRAWIJAYA BOJONGSARI"
"3276","3276166","RS UMUM CITRA ARAFIQ SAWANGAN"
"3277","3277018","RS UMUM MITRA ANUGRAH LESTARI"
"3277","3277019","RS UMUM AVISENA"
"3277","3277020","RS UMUM DAERAH CIBABAT"
"3277","3277021","RS UMUM KASIH BUNDA"
"3277","3277022","RS GIGI DAN MULUT PENDIDIKAN UNJANI"
"3277","3277023","RS UMUM BAROS"
"3277","3277031","RS UMUM TK. II DUSTIRA"
"3278","3278014","RS UMUM TASIK MEDIKA CITRATAMA (TMC)"
"3278","3278015","RS BERSALIN UMMI"
"3278","3278016","RS IBU DAN ANAK SAYANG BUNDA"
"3278","3278017","RS IBU DAN ANAK WIDANINGSIH"
"3278","3278018","RS UMUM SYIFA MEDINA"
"3278","3278021","RS IBU DAN ANAK BUNDA AISYAH"
"3278","3278081","RS UMUM PRASETYA BUNDA"
"3278","3278082","RS UMUM PERMATA BUNDA"
"3279","3279002","RS UMUM MITRA IDAMAN"
"3279","3279003","RS UMUM BANJAR PATROMAN"
"3279","3279004","RS UMUM DAERAH ASIH HUSADA LENGENSARI"
"3301","3301014","RS UMUM DAERAH CILACAP"
"3301","3301036","RS UMUM PERTAMINA CILACAP"
"3301","3301073","RS UMUM ISLAM FATIMAH"
"3301","3301084","RS UMUM DAERAH MAJENANG"
"3301","3301095","RS BERSALIN ANNISA"
"3301","3301105","RS UMUM APRILLIA"
"3301","3301106","RS UMUM DUTA MULYA"
"3301","3301107","RS UMUM SANTA MARIA CILACAP"
"3301","3301108","RS UMUM AGHISNA MEDIKA KROYA"
"3301","3301109","RS UMUM AFDILA CILACAP"
"3301","3301112","RS UMUM RAFFA MAJENANG"
"3301","3301114","RS UMUM AGHISNA MEDIKA SIDAREJA"
"3301","3301115","RS PRISCILLA MEDICAL CENTER"
"3302","3302015","RS UMUM DAERAH BANYUMAS"
"3302","3302026","RS UMUM DAERAH PROF DR. MARGONO SOEKARJO"
"3302","3302030","RS UMUM TK. III WIJAYAKUSUMA"
"3302","3302041","RS UMUM SANTA ELISABETH PURWOKERTO"
"3302","3302052","RS KHUSUS BEDAH ORTHOPEDI"
"3302","3302063","RS KHUSUS BEDAH JATIWINANGUN"
"3302","3302074","RS UMUM AN NI'MAH"
"3302","3302121","RS UMUM AMANAH"
"3302","3302132","RS UMUM ISLAM PURWOKERTO"
"3302","3302143","RS UMUM HIDAYAH PURWOKERTO"
"3302","3302154","RS UMUM BUNDA"
"3302","3302165","RS UMUM ANANDA PURWOKERTO"
"3302","3302174","RS IBU DAN ANAK BUNDA ARIF"
"3302","3302180","RS UMUM SINAR KASIH"
"3302","3302191","RS UMUM DAERAH AJIBARANG"
"3302","3302213","RS UMUM WIRADADI HUSADA"
"3302","3302224","RS UMUM SIAGA MEDIKA BANYUMAS"
"3302","3302225","RS KHUSUS BEDAH MITRA ARIVA"
"3302","3302226","RS IBU DAN ANAK BUDHI ASIH"
"3302","3302227","RS UMUM MEDIKA LESTARI BANYUMAS"
"3302","3302228","RS KHUSUS GIGI DAN MULUT UNIV. JENDERAL SOEDIRMAN"
"3302","3302229","RS UMUM DADI KELUARGA"
"3302","3302232","RS HERMINA PURWOKERTO"
"3302","3302235S","RS DARURAT COVID UNIV. MUHAMMADIYAH PURWOKERTO"
"3302","3302246S","RS DARURAT COVID-19 BANYUMAS"
"3302","3302248","RS KHUSUS MATA PURWOKERTO"
"3302","3302249","RS JIH PURWOKERTO"
"3303","3303016","RS UMUM DAERAH DR. R. GOETENG TAROENADIBRATA"
"3303","3303064","RS UMUM NIRMALA"
"3303","3303075","RS UMUM HARAPAN IBU"
"3303","3303097","RS UMUM DAERAH PANTI NUGROHO"
"3303","3303099","RS IBU DAN ANAK UMMU HANI"
"3303","3303101","RS UMUM SIAGA MEDIKA PURBALINGGA"
"3303","3303102","RS PKU MUHAMMADIYAH PURBALINGGA"
"3303","3303103","RS ISLAM AT-TIN HUSADA"
"3304","3304010","RS UMUM DAERAH HJ. ANNA LASMANAH BANJARNEGARA"
"3304","3304021","RS UMUM EMMANUEL"
"3304","3304032","RS UMUM ISLAM BANJARNEGARA"
"3304","3304035","RS UMUM PKU MUHAMMADIYAH BANJARNEGARA"
"3305","3305011","RS UMUM DAERAH DR. SOEDIRMAN KABUPATEN KEBUMEN"
"3305","3305023","RS UMUM PERMATA MEDIKA KEBUMEN"
"3305","3305033","RS UMUM PALANG BIRU GOMBONG"
"3305","3305066","RS UMUM PKU MUHAMADIYAH GOMBONG"
"3305","3305081","RS UMUM WIJAYAKUSUMA"
"3305","3305092","RS UMUM PURBOWANGI"
"3305","3305103","RS UMUM PKU MUHAMMADIYAH SRUWENG"
"3305","3305114","RS UMUM PURWOGONDO"
"3305","3305117","RS UMUM PKU MUHAMMADIYAH PETANAHAN KEBUMEN"
"3305","3305118","RS UMUM MUHAMMADIYAH KUTOWINANGUN"
"3305","3305120","RS UMUM DAERAH PREMBUN"
"3306","3306012","RS UMUM DAERAH DR. TJITROWARDOJO PURWOREJO"
"3306","3306023","RS UMUM  AISYIYAH"
"3306","3306082","RS UMUM PANTI WALUYO YAKKUM PURWOREJO"
"3306","3306104","RS UMUM PALANG BIRU KUTOARJO"
"3306","3306105","RS IBU DAN ANAK PERMATA"
"3306","3306106","RS UMUM PURWA HUSADA"
"3306","3306108","RS IBU DAN ANAK KASIH IBU PURWOREJO"
"3306","3306109","RS UMUM ISLAM PURWOREJO"
"3306","3306110","RS UMUM BUDI SEHAT PURWOREJO"
"3306","3306111","RS AMANAH UMAT PURWOREJO"
"3306","3306112","RS UMUM ANANDA PURWOREJO"
"3306","3306113","RS UMUM DAERAH R.A.A TJOKRONEGORO"
"3307","3307013","RS UMUM SETJONEGORO WONOSOBO"
"3307","3307035","RS IBU DAN ANAK ADINA"
"3307","3307050","RS UMUM ISLAM WONOSOBO"
"3307","3307051","RS UMUM  PKU MUHAMMADIYAH WONOSOBO"
"3308","3308014","RS UMUM DAERAH MUNTILAN KAB. MAGELANG"
"3308","3308017","RS UMUM AISYIYAH MUNTILAN"
"3308","3308018","RS UMUM N-21 GEMILANG"
"3308","3308019","RS UMUM PADMA LALITA"
"3308","3308021","RS UMUM SYUBBANUL WATHON"
"3308","3308022","RS DAERAH MERAH PUTIH"
"3309","3309015","RS UMUM DAERAH PANDAN ARANG BOYOLALI"
"3309","3309063","RS UMUM PKU AISYIYAH BOYOLALI"
"3309","3309074","RS UMUM UMI BAROKAH"
"3309","3309085","RS UMUM  KARANGGEDE SISMA MEDIKA"
"3309","3309096","RS UMUM DAERAH WARAS WIRIS"
"3309","3309107","RS UMUM DAERAH SIMO"
"3309","3309128","RS UMUM ASY-SYIFA SAMBI"
"3309","3309129","RS UMUM HIDAYAH BOYOLALI"
"3309","3309131","RS UMUM ISLAM BANYUBENING BOYOLALI"
"3309","3309132","RS UMUM NATALIA"
"3309","3309135","RS INDRIATI BOYOLALI"
"3309","3309136","RS UMUM ISLAM BOYOLALI"
"3309","3309147S","RS DARURAT COVID-19 DONOHUDAN"
"3310","3310015","RS UMUM PUSAT DR. SOERADJI TIRTONEGORO"
"3310","3310026","RS JIWA DAERAH DR. RM. SOEDJARWADI"
"3310","3310052","RS IBU DAN ANAK AISYIAH"
"3310","3310384","RS UMUM ISLAM KLATEN"
"3310","3310395","RS UMUM CAKRA HUSADA"
"3310","3310405","RS KHUSUS BEDAH DIPONEGORO"
"3310","3310416","RS UMUM PKU MUHAMMADIYAH DELANGGU"
"3310","3310417","RS UMUM ISLAM CAWAS KLATEN"
"3310","3310418","RS UMUM PKU MUHAMMADIYAH JATINOM KLATEN"
"3310","3310419","RS UMUM MITRA KELUARGA HUSADA KLATEN"
"3310","3310421","RS UMUM DAERAH BAGAS WARAS"
