"kode_kab","kode_instansi","unit_kerja"
"3508","1032600","PUSKESMAS BADES"
"3508","1032601","PUSKESMAS TEMPEH"
"3508","1032602","PUSKESMAS GESANG"
"3508","1032603","PUSKESMAS ROGOTRUNAN"
"3508","1032604","PUSKESMAS LABRUK KIDUL"
"3508","1032605","PUSKESMAS TEKUNG"
"3508","1032606","PUSKESMAS KUNIR"
"3508","1032607","PUSKESMAS YOSOWILANGUN"
"3508","1032608","PUSKESMAS SUMBERSARI"
"3508","1032609","PUSKESMAS JATIROTO"
"3508","1032610","PUSKESMAS RANDUAGUNG"
"3508","1032611","PUSKESMAS TUNJUNG"
"3508","1032612","PUSKESMAS SUKODONO"
"3508","1032613","PUSKESMAS PADANG"
"3508","1032614","PUSKESMAS PASRUJAMBE"
"3508","1032615","PUSKESMAS SENDURO"
"3508","1032616","PUSKESMAS GUCIALIT"
"3508","1032617","PUSKESMAS KEDUNGJAJANG"
"3508","1032618","PUSKESMAS KLAKAH"
"3508","1032619","PUSKESMAS RANUYOSO"
"3509","1032620","PUSKESMAS KENCONG"
"3509","1032621","PUSKESMAS CAKRU"
"3509","1032622","PUSKESMAS GUMUKMAS"
"3509","1032623","PUSKESMAS TEMBOKREJO"
"3509","1032624","PUSKESMAS PUGER"
"3509","1032625","PUSKESMAS KASIYAN"
"3509","1032626","PUSKESMAS WULUHAN"
"3509","1032627","PUSKESMAS LOJEJER"
"3509","1032628","PUSKESMAS AMBULU"
"3509","1032629","PUSKESMAS SABRANG"
"3509","1032630","PUSKESMAS ANDONGSARI"
"3509","1032631","PUSKESMAS TEMPUREJO"
"3509","1032632","PUSKESMAS CURAHNONGKO"
"3509","1032633","PUSKESMAS SILO I"
"3509","1032634","PUSKESMAS SILO II"
"3509","1032635","PUSKESMAS MAYANG"
"3509","1032636","PUSKESMAS MUMBULSARI"
"3509","1032637","PUSKESMAS JENGGAWAH"
"3509","1032638","PUSKESMAS KEMUNINGSARI KIDUL"
"3509","1032639","PUSKESMAS AJUNG"
"3509","1032640","PUSKESMAS RAMBIPUJI"
"3509","1032641","PUSKESMAS NOGOSARI"
"3509","1032642","PUSKESMAS BALUNG"
"3509","1032643","PUSKESMAS KARANGDUREN"
"3509","1032644","PUSKESMAS UMBULSARI"
"3509","1032645","PUSKESMAS PALERAN"
"3509","1032646","PUSKESMAS SEMBORO"
"3509","1032647","PUSKESMAS JOMBANG"
"3509","1032648","PUSKESMAS SUMBERBARU"
"3509","1032649","PUSKESMAS ROWOTENGAH"
"3509","1032650","PUSKESMAS TANGGUL"
"3509","1032651","PUSKESMAS KLATAKAN"
"3509","1032652","PUSKESMAS BANGSALSARI"
"3509","1032653","PUSKESMAS SUKOREJO"
"3509","1032654","PUSKESMAS PANTI"
"3509","1032655","PUSKESMAS SUKORAMBI"
"3509","1032656","PUSKESMAS ARJASA"
"3509","1032657","PUSKESMAS PAKUSARI"
"3509","1032658","PUSKESMAS KALISAT"
"3509","1032659","PUSKESMAS LEDOKOMBO"
"3509","1032660","PUSKESMAS SUMBERJAMBE"
"3509","1032661","PUSKESMAS SUKOWONO"
"3509","1032662","PUSKESMAS JELBUK"
"3509","1032663","PUSKESMAS KALIWATES"
"3509","1032664","PUSKESMAS MANGLI"
"3509","1032665","PUSKESMAS JEMBER KIDUL"
"3509","1032666","PUSKESMAS SUMBERSARI"
"3509","1032667","PUSKESMAS GLADAKPAKEM"
"3509","1032668","PUSKESMAS PATRANG"
"3510","1032669","PUSKESMAS PESANGGARAN"
"3510","1032670","PUSKESMAS SUMBERAGUNG"
"3510","1032671","PUSKESMAS SILIRAGUNG"
"3510","1032672","PUSKESMAS KEBONDALEM"
"3510","1032673","PUSKESMAS SAMBIREJO"
"3510","1032674","PUSKESMAS PURWOHARJO"
"3510","1032675","PUSKESMAS TAMPO"
"3510","1032676","PUSKESMAS GRAJAGAN"
"3510","1032677","PUSKESMAS TEGALDLIMO"
"3510","1032678","PUSKESMAS KEDUNGWUNGU"
"3510","1032679","PUSKESMAS KEDUNGREJO"
"3510","1032680","PUSKESMAS SUMBERBERAS"
"3510","1032681","PUSKESMAS TEMBOKREJO"
"3510","1032682","PUSKESMAS TAPANREJO"
"3510","1032683","PUSKESMAS BENCULUK"
"3510","1032684","PUSKESMAS JAJAG"
"3510","1032685","PUSKESMAS YOSOMULYO"
"3510","1032686","PUSKESMAS TEGALSARI"
"3510","1032687","PUSKESMAS SEPANJANG"
"3510","1032688","PUSKESMAS TULUNGREJO"
"3510","1032689","PUSKESMAS KALIBARU KULON"
"3510","1032690","PUSKESMAS GENTENG KULON"
"3510","1032691","PUSKESMAS KEMBIRITAN"
"3510","1032692","PUSKESMAS KEBAMAN"
"3510","1032693","PUSKESMAS PARIJATAH KULON"
"3510","1032694","PUSKESMAS WONOSOBO"
"3510","1032695","PUSKESMAS GITIK"
"3510","1032696","PUSKESMAS GLADAG"
"3510","1032697","PUSKESMAS KABAT"
"3510","1032698","PUSKESMAS BADEAN"
"3510","1032699","PUSKESMAS SINGOJURUH"
"3510","1032700","PUSKESMAS KARANGSARI"
"3510","1032701","PUSKESMAS GENDOH"
"3510","1032702","PUSKESMAS SEMPU"
"3510","1032703","PUSKESMAS SONGGON"
"3510","1032704","PUSKESMAS PASPAN"
"3510","1032705","PUSKESMAS LICIN"
"3510","1032706","PUSKESMAS SOBO"
"3510","1032707","PUSKESMAS KERTOSARI"
"3510","1032708","PUSKESMAS SINGOTRUNAN"
"3510","1032709","PUSKESMAS MOJOPANGGUNG"
"3510","1032710","PUSKESMAS KELIR"
"3510","1032711","PUSKESMAS KLATAK"
"3510","1032712","PUSKESMAS WONGSOREJO"
"3510","1032713","PUSKESMAS BAJULMATI"
"3511","1032714","PUSKESMAS MAESAN"
"3511","1032715","PUSKESMAS GRUJUGAN"
"3511","1032716","PUSKESMAS TAMANAN"
"3511","1032717","PUSKESMAS JAMBESARI"
"3511","1032718","PUSKESMAS PUJER"
"3511","1032719","PUSKESMAS TLOGOSARI"
"3511","1032720","PUSKESMAS SUKOSARI"
"3511","1032721","PUSKESMAS SUMBER WRINGIN"
"3511","1032722","PUSKESMAS TAPEN"
"3511","1032723","PUSKESMAS WONOSARI"
"3511","1032724","PUSKESMAS TENGGARANG"
"3511","1032725","PUSKESMAS NANGKAAN"
"3511","1032726","PUSKESMAS KOTAKULON"
"3511","1032727","PUSKESMAS KADEMANGAN"
"3511","1032728","PUSKESMAS CURAHDAMI"
"3511","1032729","PUSKESMAS BINAKAL"
"3511","1032730","PUSKESMAS PAKEM"
"3511","1032731","PUSKESMAS WRINGIN"
"3511","1032732","PUSKESMAS TEGALAMPEL"
"3511","1032733","PUSKESMAS KLABANG"
"3511","1032734","PUSKESMAS TAMAN KROCOK"
"3511","1032735","PUSKESMAS SEMPOL"
"3511","1032736","PUSKESMAS BOTOLINGGO"
"3511","1032737","PUSKESMAS PRAJEKAN"
"3511","1032738","PUSKESMAS CERMEE"
"3512","1032739","PUSKESMAS SUMBERMALANG"
"3512","1032740","PUSKESMAS JATIBANTENG"
"3512","1032741","PUSKESMAS BANYUGLUGUR"
"3512","1032742","PUSKESMAS BESUKI"
"3512","1032743","PUSKESMAS SUBOH"
"3512","1032744","PUSKESMAS MLANDINGAN"
"3512","1032745","PUSKESMAS BUNGATAN"
"3512","1032746","PUSKESMAS KENDIT"
"3512","1032747","PUSKESMAS PANARUKAN"
"3512","1032748","PUSKESMAS SITUBONDO"
"3512","1032749","PUSKESMAS MANGARAN"
"3512","1032750","PUSKESMAS PANJI"
"3512","1032751","PUSKESMAS KAPONGAN"
"3512","1032752","PUSKESMAS ARJASA"
"3512","1032753","PUSKESMAS JANGKAR"
"3512","1032754","PUSKESMAS ASEMBAGUS"
"3512","1032755","PUSKESMAS BANYUPUTIH"
"3513","1032756","PUSKESMAS SUKAPURA"
"3513","1032757","PUSKESMAS SUMBER"
"3513","1032758","PUSKESMAS KURIPAN"
"3513","1032759","PUSKESMAS BANTARAN"
"3513","1032760","PUSKESMAS LECES"
"3513","1032761","PUSKESMAS JORONGAN"
"3513","1032762","PUSKESMAS TEGALSIWALAN"
"3513","1032763","PUSKESMAS BANYUANYAR"
"3513","1032764","PUSKESMAS KLENANG KIDUL"
"3513","1032765","PUSKESMAS RANUGEDANG"
"3513","1032766","PUSKESMAS TIRIS"
"3513","1032767","PUSKESMAS KRUCIL"
"3513","1032768","PUSKESMAS WANGKAL"
"3513","1032769","PUSKESMAS CONDONG"
"3513","1032770","PUSKESMAS GLAGAH"
"3513","1032771","PUSKESMAS PAKUNIRAN"
"3513","1032772","PUSKESMAS KOTAANYAR"
"3513","1032773","PUSKESMAS PAITON"
"3513","1032774","PUSKESMAS JABUNGSISIR"
"3513","1032775","PUSKESMAS BAGO"
"3513","1032776","PUSKESMAS BESUK"
"3513","1032777","PUSKESMAS KRAKSAAN"
"3513","1032778","PUSKESMAS KREJENGAN"
"3513","1032779","PUSKESMAS PAJARAKAN"
"3513","1032780","PUSKESMAS MARON"
"3513","1032781","PUSKESMAS SUKO"
"3513","1032782","PUSKESMAS GENDING"
"3513","1032783","PUSKESMAS DRINGU"
"3513","1032784","PUSKESMAS WONOMERTO"
"3513","1032785","PUSKESMAS LUMBANG"
"3513","1032786","PUSKESMAS TONGAS"
"3513","1032787","PUSKESMAS CURAHTULIS"
"3513","1032788","PUSKESMAS SUMBERASIH"
"3514","1032789","PUSKESMAS PURWODADI"
"3514","1032790","PUSKESMAS NONGKOJAJAR"
"3514","1032791","PUSKESMAS SUMBERPITU"
"3514","1032792","PUSKESMAS PUSPO"
"3514","1032793","PUSKESMAS TOSARI"
"3514","1032794","PUSKESMAS LUMBANG"
"3514","1032795","PUSKESMAS PASREPAN"
"3514","1032796","PUSKESMAS KEJAYAN"
"3514","1032797","PUSKESMAS AMBAL AMBIL"
"3514","1032798","PUSKESMAS WONOREJO"
"3514","1032799","PUSKESMAS PURWOSARI"
"3514","1032800","PUSKESMAS KARANGREJO"
"3514","1032801","PUSKESMAS PRIGEN"
"3514","1032802","PUSKESMAS BULUKANDANG"
"3514","1032803","PUSKESMAS SUKOREJO"
"3514","1032804","PUSKESMAS PANDAAN"
"3514","1032805","PUSKESMAS SEBANI"
"3514","1032806","PUSKESMAS GEMPOL"
"3514","1032807","PUSKESMAS KEPULUNGAN"
"3514","1032808","PUSKESMAS BEJI"
"3514","1032809","PUSKESMAS BANGIL"
"3514","1032810","PUSKESMAS RACI"
"3514","1032811","PUSKESMAS REMBANG"
"3514","1032812","PUSKESMAS NGEMPIT"
"3514","1032813","PUSKESMAS KRATON"
"3514","1032814","PUSKESMAS POHJENTREK"
"3514","1032815","PUSKESMAS GONDANGWETAN"
"3514","1032816","PUSKESMAS REJOSO"
"3514","1032817","PUSKESMAS WINONGAN"
"3514","1032818","PUSKESMAS GRATI"
"3514","1032819","PUSKESMAS KEDAWUNGWETAN"
"3514","1032820","PUSKESMAS LEKOK"
"3514","1032821","PUSKESMAS NGULING"
"3515","1032822","PUSKESMAS TARIK"
"3515","1032823","PUSKESMAS PRAMBON"
"3515","1032824","PUSKESMAS KREMBUNG"
"3515","1032825","PUSKESMAS PORONG"
"3515","1032826","PUSKESMAS KEDUNGSOLO"
"3515","1032827","PUSKESMAS JABON"
"3515","1032828","PUSKESMAS TANGGULANGIN"
"3515","1032829","PUSKESMAS CANDI"
"3515","1032830","PUSKESMAS TULANGAN"
"3515","1032831","PUSKESMAS KEPADANGAN"
"3515","1032832","PUSKESMAS WONOAYU"
"3515","1032833","PUSKESMAS SUKODONO"
"3515","1032834","PUSKESMAS SIDOARJO"
"3515","1032835","PUSKESMAS URANGAGUNG"
"3515","1032836","PUSKESMAS SEKARDANGAN"
"3515","1032837","PUSKESMAS BUDURAN"
"3515","1032838","PUSKESMAS SEDATI"
"3515","1032839","PUSKESMAS WARU"
"3515","1032840","PUSKESMAS MEDAENG"
"3515","1032841","PUSKESMAS GEDANGAN"
"3515","1032842","PUSKESMAS GANTING"
"3515","1032843","PUSKESMAS TAMAN"
"3515","1032844","PUSKESMAS TROSOBO"
"3515","1032845","PUSKESMAS KRIAN"
"3515","1032846","PUSKESMAS BARENGKRAJAN"
"3515","1032847","PUSKESMAS BALONGBENDO"
"3516","1032848","PUSKESMAS JATIREJO"
"3516","1032849","PUSKESMAS GONDANG"
"3516","1032850","PUSKESMAS PACET"
"3516","1032851","PUSKESMAS PANDAN"
"3516","1032852","PUSKESMAS TRAWAS"
"3516","1032853","PUSKESMAS MANDURO"
"3516","1032854","PUSKESMAS NGORO"
"3516","1032855","PUSKESMAS PUNGGING"
"3516","1032856","PUSKESMAS WATUKENONGO"
"3516","1032857","PUSKESMAS PESANGGRAHAN"
"3516","1032858","PUSKESMAS MOJOSARI"
"3516","1032859","PUSKESMAS MODOPURO"
"3516","1032860","PUSKESMAS BANGSAL"
"3516","1032861","PUSKESMAS GAYAMAN"
"3516","1032862","PUSKESMAS KUTOREJO"
"3516","1032863","PUSKESMAS DLANGGU"
"3516","1032864","PUSKESMAS PURI"
"3516","1032865","PUSKESMAS TAWANGSARI"
"3516","1032866","PUSKESMAS TROWULAN"
"3516","1032867","PUSKESMAS SOOKO"
"3516","1032868","PUSKESMAS GEDEG"
"3516","1032869","PUSKESMAS LESPADANGAN"
"3516","1032870","PUSKESMAS KEMLAGI"
"3516","1032871","PUSKESMAS KEDUNGSARI"
"3516","1032872","PUSKESMAS KUPANG"
"3516","1032873","PUSKESMAS JETIS"
"3516","1032874","PUSKESMAS DAWARBLANDONG"
"3517","1032875","PUSKESMAS BANDAR KEDUNG MULYO"
"3517","1032876","PUSKESMAS PERAK"
"3517","1032877","PUSKESMAS BLIMBING GUDO"
"3517","1032878","PUSKESMAS PLUMBON GAMBANG"
"3517","1032879","PUSKESMAS CUKIR"
"3517","1032880","PUSKESMAS BRAMBANG"
"3517","1032881","PUSKESMAS PULOREJO"
"3517","1032882","PUSKESMAS KESAMBEN NGORO"
"3517","1032883","PUSKESMAS MOJOWARNO"
"3517","1032884","PUSKESMAS JAPANAN"
"3517","1032885","PUSKESMAS BARENG"
"3517","1032886","PUSKESMAS WONOSALAM"
"3517","1032887","PUSKESMAS MOJOAGUNG"
"3517","1032888","PUSKESMAS GAMBIRAN"
"3517","1032889","PUSKESMAS SUMOBITO"
"3517","1032890","PUSKESMAS JOGOLOYO"
"3517","1032891","PUSKESMAS MAYANGAN"
"3517","1032892","PUSKESMAS JARAK KULON"
"3517","1032893","PUSKESMAS PETERONGAN"
"3517","1032894","PUSKESMAS DUKUH KLOPO"
"3517","1032895","PUSKESMAS JELAKOMBO"
"3517","1032896","PUSKESMAS JABON"
"3517","1032897","PUSKESMAS TAMBAKREJO"
"3517","1032898","PUSKESMAS PULOLOR"
"3517","1032899","PUSKESMAS MEGALUH"
"3517","1032900","PUSKESMAS TEMBELANG"
"3517","1032901","PUSKESMAS JATIWATES"
"3517","1032902","PUSKESMAS KESAMBEN"
"3517","1032903","PUSKESMAS BLIMBING KESAMBEN"
"3517","1032904","PUSKESMAS TAPEN"
"3517","1032905","PUSKESMAS KEBOAN"
"3517","1032906","PUSKESMAS BAWANGAN"
"3517","1032907","PUSKESMAS KABUH"
"3517","1032908","PUSKESMAS PLANDAAN"
"3518","1032909","PUSKESMAS SAWAHAN"
"3518","1032910","PUSKESMAS NGETOS"
"3518","1032911","PUSKESMAS BERBEK"
"3518","1032912","PUSKESMAS LOCERET"
"3518","1032913","PUSKESMAS PACE"
"3518","1032914","PUSKESMAS TANJUNGANOM"
"3518","1032915","PUSKESMAS PRAMBON"
"3518","1032916","PUSKESMAS NGRONGGOT"
"3518","1032917","PUSKESMAS KERTOSONO"
"3518","1032918","PUSKESMAS PATIANROWO"
"3518","1032919","PUSKESMAS BARON"
"3518","1032920","PUSKESMAS GONDANG"
"3518","1032921","PUSKESMAS SUKOMORO"
"3518","1032922","PUSKESMAS NGANJUK"
"3518","1032923","PUSKESMAS BAGOR"
"3518","1032924","PUSKESMAS WILANGAN"
"3518","1032925","PUSKESMAS REJOSO"
"3518","1032926","PUSKESMAS NGLUYU"
"3518","1032927","PUSKESMAS LENGKONG"
"3518","1032928","PUSKESMAS JATIKALEN"
"3519","1032929","PUSKESMAS GANTRUNG"
"3519","1032930","PUSKESMAS KEBONSARI"
"3519","1032931","PUSKESMAS GEGER"
"3519","1032932","PUSKESMAS KAIBON"
"3519","1032933","PUSKESMAS MLILIR"
"3519","1032934","PUSKESMAS BANGUNSARI"
"3519","1032935","PUSKESMAS DAGANGAN"
"3519","1032936","PUSKESMAS JETIS"
"3519","1032937","PUSKESMAS WUNGU"
"3519","1032938","PUSKESMAS MOJOPURNO"
"3519","1032939","PUSKESMAS KARE"
"3519","1032940","PUSKESMAS GEMARANG"
"3519","1032941","PUSKESMAS SARADAN"
"3519","1032942","PUSKESMAS SUMBERSARI"
"3519","1032943","PUSKESMAS PILANGKENCENG"
"3519","1032944","PUSKESMAS KREBET"
"3519","1032945","PUSKESMAS KLECOREJO"
"3519","1032946","PUSKESMAS MEJAYAN"
"3519","1032947","PUSKESMAS WONOASRI"
"3519","1032948","PUSKESMAS BALEREJO"
"3519","1032949","PUSKESMAS SIMO"
"3519","1032950","PUSKESMAS MADIUN"
"3519","1032951","PUSKESMAS DIMONG"
"3519","1032952","PUSKESMAS SAWAHAN"
"3519","1032953","PUSKESMAS KLAGENSERUT"
"3519","1032954","PUSKESMAS JIWAN"
"3520","1032955","PUSKESMAS PONCOL"
"3520","1032956","PUSKESMAS PARANG"
"3520","1032957","PUSKESMAS LEMBEYAN"
"3520","1032958","PUSKESMAS TAKERAN"
"3520","1032959","PUSKESMAS GORANG GARENG TAJI"
"3520","1032960","PUSKESMAS TLADAN"
"3520","1032961","PUSKESMAS KAWEDANAN"
"3520","1032962","PUSKESMAS CANDIREJO"
"3520","1032963","PUSKESMAS NGARIBOYO"
"3520","1032964","PUSKESMAS PLAOSAN"
"3520","1032965","PUSKESMAS SUMBERAGUNG"
"3520","1032966","PUSKESMAS SIDOKERTO"
"3520","1032967","PUSKESMAS PANEKAN"
"3520","1032968","PUSKESMAS SUKOMORO"
"3520","1032969","PUSKESMAS BENDO"
"3520","1032970","PUSKESMAS MAOSPATI"
"3520","1032971","PUSKESMAS NGUJUNG"
"3520","1032972","PUSKESMAS KARANGREJO"
"3520","1032973","PUSKESMAS TAJI"
"3520","1032974","PUSKESMAS TEBON"
"3520","1032975","PUSKESMAS REJOMULYO"
"3520","1032976","PUSKESMAS KARTOHARJO"
"3521","1032977","PUSKESMAS SINE"
"3521","1032978","PUSKESMAS NGRAMBE"
"3521","1032979","PUSKESMAS JOGOROGO"
"3521","1032980","PUSKESMAS KENDAL"
"3521","1032981","PUSKESMAS GENENG"
"3521","1032982","PUSKESMAS KASREMAN"
"3521","1032983","PUSKESMAS WIDODAREN"
"3521","1032984","PUSKESMAS KWADUNGAN"
"3521","1032985","PUSKESMAS PANGKUR"
"3521","1032986","PUSKESMAS KARANGJATI"
"3521","1032987","PUSKESMAS BRINGIN"
"3521","1032988","PUSKESMAS PADAS"
"3521","1032989","PUSKESMAS NGAWI"
"3521","1032990","PUSKESMAS NGAWI PURBA"
"3521","1032991","PUSKESMAS PARON"
"3521","1032992","PUSKESMAS TEGUHAN"
"3521","1032993","PUSKESMAS GEMARANG"
"3521","1032994","PUSKESMAS KEDUNGGALAR"
"3521","1032995","PUSKESMAS PITU"
"3521","1032996","PUSKESMAS WALIKUKUN"
"3521","1032997","PUSKESMAS KAUMAN"
"3521","1032998","PUSKESMAS MANTINGAN"
"3521","1032999","PUSKESMAS TAMBAKBOYO"
"3521","1033000","PUSKESMAS KARANGANYAR"
"3522","1033001","PUSKESMAS MARGOMULYO"
"3522","1033002","PUSKESMAS NGRAHO"
"3522","1033003","PUSKESMAS TAMBAKREJO"
"3522","1033004","PUSKESMAS NGAMBON"
"3522","1033005","PUSKESMAS SEKAR"
"3522","1033006","PUSKESMAS BUBULAN"
"3522","1033007","PUSKESMAS GONDANG"
"3522","1033008","PUSKESMAS TEMAYANG"
"3522","1033009","PUSKESMAS SUGIHWARAS"
"3522","1033010","PUSKESMAS KEDUNGADEM"
"3522","1033011","PUSKESMAS KESONGO"
"3522","1033012","PUSKESMAS KEPOHBARU"
"3522","1033013","PUSKESMAS NGLUMBER"
"3522","1033014","PUSKESMAS BAURENO"
"3522","1033015","PUSKESMAS GUNUNGSARI"
"3522","1033016","PUSKESMAS KANOR"
"3522","1033017","PUSKESMAS SUMBERREJO"
"3522","1033018","PUSKESMAS MEJUWET"
"3522","1033019","PUSKESMAS BALEN"
"3522","1033020","PUSKESMAS SUKOSEWU"
"3522","1033021","PUSKESMAS KAPAS"
"3522","1033022","PUSKESMAS TANJUNGHARJO"
"3522","1033023","PUSKESMAS BOJONEGORO"
"3522","1033024","PUSKESMAS WISMA INDAH"
"3522","1033025","PUSKESMAS TRUCUK"
"3522","1033026","PUSKESMAS DANDER"
"3522","1033027","PUSKESMAS NGUMPAKDALEM"
"3522","1033028","PUSKESMAS NGASEM"
"3522","1033029","PUSKESMAS GAYAM"
"3522","1033030","PUSKESMAS KALITIDU"
"3522","1033031","PUSKESMAS PUNGPUNGAN"
"3522","1033032","PUSKESMAS MALO"
"3522","1033033","PUSKESMAS PURWOSARI"
"3522","1033034","PUSKESMAS PADANGAN"
"3522","1033035","PUSKESMAS KASIMAN"
"3522","1033036","PUSKESMAS KEDEWAN"
"3523","1033037","PUSKESMAS KENDURUAN"
"3523","1033038","PUSKESMAS BANGILAN"
"3523","1033039","PUSKESMAS SENORI"
"3523","1033040","PUSKESMAS SINGGAHAN"
"3523","1033041","PUSKESMAS MONTONG"
"3523","1033042","PUSKESMAS JETAK"
"3523","1033043","PUSKESMAS PARENGAN"
"3523","1033044","PUSKESMAS PONCO"
"3523","1033045","PUSKESMAS SOKO"
"3523","1033046","PUSKESMAS PRAMBON TERGAYANG"
"3523","1033047","PUSKESMAS RENGEL"
"3523","1033048","PUSKESMAS PRAMBONWETAN"
"3523","1033049","PUSKESMAS GRABAGAN"
"3523","1033050","PUSKESMAS PLUMPANG"
"3523","1033051","PUSKESMAS KLOTOK"
"3523","1033052","PUSKESMAS WIDANG"
"3523","1033053","PUSKESMAS COMPRENG"
"3523","1033054","PUSKESMAS PALANG"
"3523","1033055","PUSKESMAS SUMURGUNG"
"3523","1033056","PUSKESMAS SEMANDING"
"3523","1033057","PUSKESMAS TUBAN"
"3523","1033058","PUSKESMAS KEBONSARI"
"3523","1033059","PUSKESMAS WIRE"
"3523","1033060","PUSKESMAS JENU"
"3523","1033061","PUSKESMAS MERAKURAK"
"3523","1033062","PUSKESMAS TEMANDANG"
"3523","1033063","PUSKESMAS KEREK"
"3523","1033064","PUSKESMAS GAJI"
"3523","1033065","PUSKESMAS TAMBAKBOYO"
"3523","1033066","PUSKESMAS JATIROGO"
"3523","1033067","PUSKESMAS KEBONHARJO"
"3523","1033068","PUSKESMAS BULU"
"3523","1033069","PUSKESMAS BANCAR"
"3524","1033070","PUSKESMAS SUKORAME"
"3524","1033071","PUSKESMAS BLULUK"
"3524","1033072","PUSKESMAS NGIMBANG"
"3524","1033073","PUSKESMAS SAMBENG"
"3524","1033074","PUSKESMAS MANTUP"
"3524","1033075","PUSKESMAS KEMBANGBAHU"
"3524","1033076","PUSKESMAS SUGIO"
"3524","1033077","PUSKESMAS KEDUNGPRING"
"3524","1033078","PUSKESMAS DRADAH"
"3524","1033079","PUSKESMAS MODO"
"3524","1033080","PUSKESMAS KARANGPILANG"
"3524","1033081","PUSKESMAS BABAT"
"3524","1033082","PUSKESMAS MOROPELANG"
"3524","1033083","PUSKESMAS KARANGKEMBANG"
"3524","1033084","PUSKESMAS PUCUK"
"3524","1033085","PUSKESMAS SUKODADI"
"3524","1033086","PUSKESMAS SUMBERAJI"
"3524","1033087","PUSKESMAS LAMONGAN"
"3524","1033088","PUSKESMAS TIKUNG"
"3524","1033089","PUSKESMAS DERMOLEMAHBANG"
"3524","1033090","PUSKESMAS DEKET"
"3524","1033091","PUSKESMAS GLAGAH"
"3524","1033092","PUSKESMAS KARANGBINANGUN"
"3524","1033093","PUSKESMAS TURI"
"3524","1033094","PUSKESMAS KALITENGAH"
"3524","1033095","PUSKESMAS KARANGGENENG"
"3524","1033096","PUSKESMAS SEKARAN"
"3524","1033097","PUSKESMAS MADURAN"
"3524","1033098","PUSKESMAS LAREN"
"3524","1033099","PUSKESMAS PAYAMAN"
"3524","1033100","PUSKESMAS PACIRAN"
"3524","1033101","PUSKESMAS TLOGOSADANG"
"3524","1033102","PUSKESMAS BRONDONG"
"3525","1033103","PUSKESMAS WRINGIN ANOM"
"3525","1033104","PUSKESMAS KESAMBEN KULON"
"3525","1033105","PUSKESMAS DRIYOREJO"
"3525","1033106","PUSKESMAS KARANG ANDONG"
"3525","1033107","PUSKESMAS KEDAMEAN"
"3525","1033108","PUSKESMAS SLEMPIT"
"3525","1033109","PUSKESMAS MENGANTI"
"3525","1033110","PUSKESMAS KEPATIHAN"
"3525","1033111","PUSKESMAS CERME"
"3525","1033112","PUSKESMAS DADAP KUNING"
"3525","1033113","PUSKESMAS BENJENG"
"3525","1033114","PUSKESMAS METATU"
"3525","1033115","PUSKESMAS BALONGPANGGANG"
"3525","1033116","PUSKESMAS DAPET"
"3525","1033117","PUSKESMAS DUDUK SAMPEYAN"
"3525","1033118","PUSKESMAS KEBOMAS"
"3525","1033119","PUSKESMAS GENDING"
"3525","1033120","PUSKESMAS ALUN-ALUN"
"3525","1033121","PUSKESMAS NELAYAN"
"3525","1033122","PUSKESMAS INDUSTRI"
"3525","1033123","PUSKESMAS MANYAR"
"3525","1033124","PUSKESMAS SEMBAYAT"
"3525","1033125","PUSKESMAS SUKOMULYO"
"3525","1033126","PUSKESMAS BUNGAH"
"3525","1033127","PUSKESMAS SIDAYU"
"3525","1033128","PUSKESMAS MENTARAS"
"3525","1033129","PUSKESMAS DUKUN"
"3525","1033130","PUSKESMAS PANCENG"
"3525","1033131","PUSKESMAS UJUNG PANGKAH"
"3525","1033132","PUSKESMAS SEKAPUK"
"3525","1033133","PUSKESMAS SANGKAPURA"
"3525","1033134","PUSKESMAS TAMBAK"
"3526","1033135","PUSKESMAS KAMAL"
"3526","1033136","PUSKESMAS SUKOLILO"
"3526","1033137","PUSKESMAS KWANYAR"
"3526","1033138","PUSKESMAS KEDUNGDUNG"
"3526","1033139","PUSKESMAS MODUNG"
"3526","1033140","PUSKESMAS BLEGA"
"3526","1033141","PUSKESMAS KONANG"
"3526","1033142","PUSKESMAS GALIS"
"3526","1033143","PUSKESMAS BANJAR"
"3526","1033144","PUSKESMAS TANAH MERAH"
"3526","1033145","PUSKESMAS TRAGAH"
"3526","1033146","PUSKESMAS SOCAH"
"3526","1033147","PUSKESMAS JADDIH"
"3526","1033148","PUSKESMAS BANGKALAN"
"3526","1033149","PUSKESMAS BURNEH"
"3526","1033150","PUSKESMAS AROSBAYA"
"3526","1033151","PUSKESMAS TONGGUH"
"3526","1033152","PUSKESMAS GEGER"
"3526","1033153","PUSKESMAS KOKOP"
"3526","1033154","PUSKESMAS TANJUNG BUMI"
"3526","1033155","PUSKESMAS SEPULU"
"3526","1033156","PUSKESMAS KLAMPIS"
"3527","1033157","PUSKESMAS SRESEH"
"3527","1033158","PUSKESMAS TORJUN"
"3527","1033159","PUSKESMAS PANGARENGAN"
"3527","1033160","PUSKESMAS KAMONING"
"3527","1033161","PUSKESMAS BANYUANYAR"
"3527","1033162","PUSKESMAS CAMPLONG"
"3527","1033163","PUSKESMAS TANJUNG"
"3527","1033164","PUSKESMAS OMBEN"
"3527","1033165","PUSKESMAS JRENGOAN"
"3527","1033166","PUSKESMAS KEDUNGDUNG"
"3527","1033167","PUSKESMAS BANJAR"
